company_id,company_name,ticker,country,region,sector,industry,reporting_year,scope1_mt_co2e,scope2_location_mt_co2e,scope2_market_mt_co2e,scope3_total_mt_co2e,scope1_plus_scope2_location_mt,emissions_intensity_mt_per_musd,revenue_usd_millions,reporting_standard,data_source,third_party_verified,net_zero_target_year,notes,data_collection_date
GHG0233,Equinor,EQNR,Norway,Europe,Energy,Integrated Oil & Gas,2022,11.1,0.4,,270,11.5,7.70E-05,149590,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0234,Aker BP,AKERBP,Norway,Europe,Energy,E&P,2022,2.8,0.2,,,3,0.000263,11390,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,Low-carbon North Sea ops,2024-01-01 to 2025-12-31
GHG0235,Norsk Hydro,NHY,Norway,Europe,Materials,Aluminium,2022,9.8,1.2,,,11,0.000546,20130,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0236,Yara International,YAR,Norway,Europe,Materials,Fertilizers,2022,7.8,1.8,,,9.6,0.000495,19400,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0237,PKN Orlen,PKN,Poland,Europe,Energy,Refining,2022,18.4,1.9,,,20.3,0.000541,37502,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0238,PGE Group,PGE,Poland,Europe,Utilities,Electric Power,2022,56.2,0.6,,,56.8,0.005997,9472,EU_ETS,CDP_2023/SustainabilityReport_2023,TRUE,2050,Poland's largest power company,2024-01-01 to 2025-12-31
GHG0239,GALP Energia,GALP,Portugal,Europe,Energy,Integrated Oil & Gas,2022,7.1,0.6,,,7.7,0.000351,21930,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0240,EDP (Energias de Portugal),EDP,Portugal,Europe,Utilities,Electric Power,2022,10.8,0.3,,,11.1,0.000582,19070,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0241,Gazprom,GAZP,Russia,Europe,Energy,Natural Gas,2021,710,8.2,,,718.2,0.005887,122000,GHG Protocol,AnnualReport_2022,FALSE,2050,2021 data; includes methane leakage; reporting disrupted,2024-01-01 to 2025-12-31
GHG0242,Rosneft,ROSN,Russia,Europe,Energy,Integrated Oil & Gas,2021,68.5,5.1,,,73.6,0.000867,84900,GHG Protocol,AnnualReport_2022,FALSE,2050,2021 data; post-2022 reporting disrupted,2024-01-01 to 2025-12-31
GHG0243,Surgutneftegas,SNGS,Russia,Europe,Energy,E&P,2021,32,1.2,,,33.2,,,GHG Protocol,AnnualReport_2022,FALSE,,2021 data; minimal post-2022 disclosure,2024-01-01 to 2025-12-31
GHG0244,Novatek,NVTK,Russia,Europe,Energy,LNG,2021,18.5,0.8,,,19.3,,,GHG Protocol,AnnualReport_2022,FALSE,,2021 data,2024-01-01 to 2025-12-31
GHG0245,NLMK Group,NLMK,Russia,Europe,Materials,Steel,2021,25.4,2.1,,,27.5,0.002311,11900,GHG Protocol,SustainabilityReport_2022,FALSE,,2021 data,2024-01-01 to 2025-12-31
GHG0246,NLMK Group (add),NLMK,Russia,Europe,Materials,Steel,2021,22.8,1.9,,,24.7,,,GHG Protocol,AnnualReport_2022,FALSE,,Duplicate removed — see batch 2,2024-01-01 to 2025-12-31
GHG0247,Severstal,CHMF,Russia,Europe,Materials,Steel,2021,18.2,1.8,,,20,0.002299,8700,GHG Protocol,SustainabilityReport_2022,FALSE,,2021 data,2024-01-01 to 2025-12-31
GHG0248,Repsol,REP,Spain,Europe,Energy,Integrated Oil & Gas,2022,14.8,1.3,,,16.1,0.000201,80285,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0249,Acerinox,ACX,Spain,Europe,Materials,Stainless Steel,2022,3.8,1.4,,,5.2,0.000893,5826,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0250,Endesa,ELE,Spain,Europe,Utilities,Electric Power,2022,25.3,0.5,,,25.8,0.001041,24793,EU_ETS,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0251,Naturgy,NTGY,Spain,Europe,Utilities,Gas & Power,2022,12.4,0.4,,,12.8,0.000601,21300,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0252,Iberdrola,IBE,Spain,Europe,Utilities,Electric Power,2022,10.1,0.4,,,10.5,0.000259,40570,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0253,Red Electrica (REE),REE,Spain,Europe,Utilities,Transmission,2022,0.2,0.1,,,0.3,0.000144,2078,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,TSO — mostly network losses,2024-01-01 to 2025-12-31
GHG0254,SKF,SKF-B,Sweden,Europe,Industrials,Bearings,2022,0.4,0.3,,,0.7,7.20E-05,9770,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0255,Sandvik,SAND,Sweden,Europe,Industrials,Mining Equipment,2022,0.4,0.3,,,0.7,6.00E-05,11760,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0256,Atlas Copco,ATCO-A,Sweden,Europe,Industrials,Compressors & Pumps,2022,0.3,0.2,,,0.5,3.50E-05,14169,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0257,SSAB,SSAB-A,Sweden,Europe,Materials,Steel,2022,7.4,0.9,,,8.3,0.002133,3891,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,HYBRIT fossil-free steel project,2024-01-01 to 2025-12-31
GHG0258,Vattenfall,—,Sweden,Europe,Utilities,Electric Power,2022,12.1,0.3,,,12.4,0.000564,22000,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,State-owned,2024-01-01 to 2025-12-31
GHG0259,Vattenfall Heat,—,Sweden,Europe,Utilities,District Heating,2022,3.4,0.1,,,3.5,,,EU_ETS,SustainabilityReport_2023,FALSE,2030,Vattenfall subsidiary,2024-01-01 to 2025-12-31
GHG0260,Nestlé,NESN,Switzerland,Europe,Consumer Staples,Food & Beverage,2022,3,1.1,0.9,,4.1,4.30E-05,94424,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0261,Zurich Insurance,ZURN,Switzerland,Europe,Financials,Insurance,2022,0.1,0.03,,,0.13,2.00E-06,73842,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Mainly financed emissions in portfolio,2024-01-01 to 2025-12-31
GHG0262,Roche Holding,ROG,Switzerland,Europe,Health Care,Pharmaceuticals,2022,0.9,0.5,,,1.4,2.20E-05,63294,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0263,Novartis,NOVN,Switzerland,Europe,Health Care,Pharmaceuticals,2022,0.6,0.4,,,1,1.90E-05,51624,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2025,,2024-01-01 to 2025-12-31
GHG0264,Lonza Group,LONN,Switzerland,Europe,Health Care,Contract Pharma,2022,0.3,0.2,,,0.5,8.00E-05,6274,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0265,ABB,ABBN,Switzerland,Europe,Industrials,Electrification,2022,0.5,0.3,,,0.8,2.70E-05,29447,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0266,Schindler Group,SCHN,Switzerland,Europe,Industrials,Elevators & Escalators,2022,0.2,0.2,,,0.4,3.70E-05,10874,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0267,Holcim (LafargeHolcim),HOLN,Switzerland,Europe,Materials,Cement,2022,133,1.4,,,134.4,0.005162,26038,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,World's largest cement producer,2024-01-01 to 2025-12-31
GHG0268,Glencore,GLEN,Switzerland,Europe,Materials,Mining & Commodities,2022,40.2,4.1,,,44.3,0.000173,255984,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Scope 1 incl. coal ops,2024-01-01 to 2025-12-31
GHG0269,Schmolz+Bickenbach (Swiss Steel),—,Switzerland,Europe,Materials,Steel,2022,1.9,0.8,,,2.7,,,EU_ETS/GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0270,Amcor,AMCR,Switzerland,Europe,Materials,Packaging,2022,1.8,1.2,,,3,0.000206,14544,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2025,,2024-01-01 to 2025-12-31
GHG0271,MSC (Mediterranean Shipping),—,Switzerland,Europe,Transportation,Shipping,2022,29,,,,29,,,GHG Protocol,SustainabilityReport_2023,FALSE,2050,Privately held,2024-01-01 to 2025-12-31
GHG0272,Axpo,—,Switzerland,Europe,Utilities,Electric Power,2022,1.1,0.1,,,1.2,,,GHG Protocol,SustainabilityReport_2023,FALSE,2040,State-owned; nuclear + hydro,2024-01-01 to 2025-12-31
GHG0273,Turkish Airlines,THYAO.IS,Turkey,Europe,Transportation,Airlines,2022,11.2,0.1,0.1,,11.3,0.000812,13913,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0274,Vodafone,VOD,United Kingdom,Europe,Communication Services,Telecom,2022,0.3,0.6,0.2,,0.9,2.00E-05,45580,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0275,Associated British Foods,ABF,United Kingdom,Europe,Consumer Staples,Food & Retail,2022,2.1,0.9,,,3,0.000148,20279,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0276,Unilever,ULVR,United Kingdom,Europe,Consumer Staples,Personal Care,2022,1.2,0.5,0.3,,1.7,2.80E-05,60073,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2039,,2024-01-01 to 2025-12-31
GHG0277,Diageo,DGE.L,United Kingdom,Europe,Consumer Staples,Beverages,2022,0.8,0.2,,,1,4.70E-05,21302,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0278,Shell,SHEL,United Kingdom,Europe,Energy,Integrated Oil & Gas,2022,60.3,4.4,,600,64.7,0.000168,386201,GHG Protocol,CDP_2023/AnnualReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0279,BP,BP,United Kingdom,Europe,Energy,Integrated Oil & Gas,2022,50.2,3.1,,348,53.3,0.00022,241961,GHG Protocol,CDP_2023/AnnualReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0280,Harbour Energy,HBR,United Kingdom,Europe,Energy,E&P,2022,4.1,0.3,,,4.4,0.000958,4591,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0281,HSBC,HSBA,United Kingdom,Europe,Financials,Banking,2022,0.15,0.08,,,0.23,5.00E-06,50992,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0282,GlaxoSmithKline (GSK),GSK,United Kingdom,Europe,Health Care,Pharmaceuticals,2022,0.7,0.4,,,1.1,3.80E-05,29324,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0283,AstraZeneca,AZN,United Kingdom,Europe,Health Care,Pharmaceuticals,2022,0.5,0.3,,,0.8,1.80E-05,44351,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2025,,2024-01-01 to 2025-12-31
GHG0284,BAE Systems,BA.L,United Kingdom,Europe,Industrials,Aerospace & Defense,2022,0.7,0.3,,,1,4.30E-05,23382,GHG Protocol,SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0285,Rolls-Royce,RR.L,United Kingdom,Europe,Industrials,Aerospace & Defense,2022,0.5,0.2,,,0.7,4.80E-05,14598,GHG Protocol,SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0286,Rio Tinto,RIO,United Kingdom,Europe,Materials,Mining,2022,30.1,4.8,2.9,,34.9,0.000628,55553,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0287,Anglo American,AAL.L,United Kingdom,Europe,Materials,Mining,2022,12.3,4.6,,,16.9,0.000481,35120,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0288,DS Smith,SMDS,United Kingdom,Europe,Materials,Packaging,2022,2.4,0.9,,,3.3,0.000402,8217,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0289,Ferroglobe,GSM,United Kingdom,Europe,Materials,Silicon/Alloys,2022,2.1,1.8,,,3.9,0.001823,2139,EU_ETS/GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0290,IAG (British Airways/Iberia),IAG,United Kingdom,Europe,Transportation,Airlines,2022,13.2,0.1,0.1,,13.3,0.000577,23039,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0291,Drax Group,DRX,United Kingdom,Europe,Utilities,Biomass Power,2022,12.8,0.2,,,13,0.002146,6059,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,BECCS project underway,2024-01-01 to 2025-12-31
GHG0292,SSE,SSE.L,United Kingdom,Europe,Utilities,Electric Power,2022,5.1,0.3,,,5.4,0.000481,11226,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0293,Centrica,CNA.L,United Kingdom,Europe,Utilities,Gas & Power,2022,4.1,0.2,,,4.3,0.000136,31696,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2045,,2024-01-01 to 2025-12-31
GHG0294,National Grid,NG.L,United Kingdom,Europe,Utilities,Electric Power,2022,3.2,0.6,,,3.8,0.000194,19574,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0295,YPF,YPF,Argentina,Latin America,Energy,Integrated Oil & Gas,2022,7.4,0.6,,,8,0.000473,16900,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,,,2024-01-01 to 2025-12-31
GHG0296,"JBS (Brazil, world's largest meat co.)",JBSS3,Brazil,Latin America,Consumer Staples,Meat Processing,2022,12.4,2.8,,210,15.2,0.000211,72000,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,Scope 3 dominated by cattle supply chain,2024-01-01 to 2025-12-31
GHG0297,Marfrig,MRFG3,Brazil,Latin America,Consumer Staples,Meat Processing,2022,5.8,1.2,,,7,0.00044,15900,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0298,Petrobras,PBR,Brazil,Latin America,Energy,Integrated Oil & Gas,2022,73,4.2,,,77.2,0.00062,124561,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0299,Embraer,ERJ,Brazil,Latin America,Industrials,Aerospace,2022,0.4,0.2,,,0.6,0.000113,5293,GHG Protocol,SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0300,Vale,VALE,Brazil,Latin America,Materials,Mining,2022,14.1,2.3,,,16.4,0.000381,43060,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0301,CSN (Companhia Siderurgica Nacional),CSNA3,Brazil,Latin America,Materials,Steel,2022,13.4,2.1,,,15.5,0.001742,8900,GHG Protocol,CDP_2023/SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0302,Usiminas,USIM5,Brazil,Latin America,Materials,Steel,2022,11.2,1.8,,,13,0.002236,5813,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,BF-BOF route,2024-01-01 to 2025-12-31
GHG0303,Gerdau,GGBR4,Brazil,Latin America,Materials,Steel,2022,9.8,1.4,,,11.2,0.000701,15988,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,EAF-based — lower intensity,2024-01-01 to 2025-12-31
GHG0304,Suzano,SUZB3,Brazil,Latin America,Materials,Pulp & Paper,2022,2.8,0.4,,,3.2,0.000367,8726,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,Net carbon negative from forest sink,2024-01-01 to 2025-12-31
GHG0305,Fibria/Eldorado Brasil Celulose,—,Brazil,Latin America,Materials,Pulp & Paper,2022,2.1,0.3,,,2.4,,,GHG Protocol,SustainabilityReport_2023,FALSE,,Merged into Suzano 2019; retained for historical,2024-01-01 to 2025-12-31
GHG0306,Eletrobras,ELET6,Brazil,Latin America,Utilities,Electric Power,2022,8.9,0.4,,,9.3,0.001177,7901,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Privatised 2022,2024-01-01 to 2025-12-31
GHG0307,CEMIG (Brazil),CMIG4,Brazil,Latin America,Utilities,Electric Power,2022,3.8,0.2,,,4,0.000813,4918,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Mostly hydro,2024-01-01 to 2025-12-31
GHG0308,CPFL Energia,CPFE3,Brazil,Latin America,Utilities,Electric Power,2022,2.1,0.2,,,2.3,0.000557,4127,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0309,Codelco,—,Chile,Latin America,Materials,Mining (Copper),2022,5.4,2.8,,,8.2,0.000469,17500,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,World's largest copper producer; state-owned,2024-01-01 to 2025-12-31
GHG0310,LATAM Airlines,LTM,Chile,Latin America,Transportation,Airlines,2022,7.8,0.1,0.1,,7.9,0.000884,8937,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0311,Enel Chile,ENELCHILE,Chile,Latin America,Utilities,Electric Power,2022,7.8,0.2,,,8,0.002877,2781,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0312,Ecopetrol,EC,Colombia,Latin America,Energy,Integrated Oil & Gas,2022,10.2,0.8,,,11,0.000274,40100,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0313,Avianca,—,Colombia,Latin America,Transportation,Airlines,2022,3.4,0,0,,3.4,0.001214,2800,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0314,Nemak,NEMAK,Mexico,Latin America,Consumer Discretionary,Auto Parts,2022,1.4,0.8,,,2.2,0.000535,4113,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0315,Pemex,—,Mexico,Latin America,Energy,Integrated Oil & Gas,2022,48,2.8,,,50.8,0.000511,99400,GHG Protocol (MX),SustainabilityReport_2023,FALSE,2050,High methane leakage rate,2024-01-01 to 2025-12-31
GHG0316,Cemex,CX,Mexico,Latin America,Materials,Cement,2022,49.2,1.2,,,50.4,0.003232,15592,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0317,Acerimex (AHMSA),—,Mexico,Latin America,Materials,Steel,2022,9.8,1.6,,,11.4,,,GHG Protocol (MX),SustainabilityReport_2023,FALSE,,Mexico's only integrated steelmaker,2024-01-01 to 2025-12-31
GHG0318,Grupo Mexico,GMEXICOB,Mexico,Latin America,Materials,Mining,2022,8.9,2.1,,,11,0.000815,13500,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,Copper mining,2024-01-01 to 2025-12-31
GHG0319,Iraqi Oil Ministry/SOMO,—,Iraq,Middle East,Energy,Integrated Oil & Gas,2022,60,,,,60,,,IEA_Estimate,IEA_OilMarket_2023,FALSE,,Estimate from IEA; very limited disclosure,2024-01-01 to 2025-12-31
GHG0320,Kuwait Petroleum Corporation,—,Kuwait,Middle East,Energy,Integrated Oil & Gas,2022,32,1.4,,,33.4,,,GHG Protocol,AnnualReport_2023,FALSE,,State-owned; limited disclosure,2024-01-01 to 2025-12-31
GHG0321,QatarEnergy,—,Qatar,Middle East,Energy,LNG,2022,55,2.1,,,57.1,,,GHG Protocol,AnnualReport_2023,FALSE,2050,State-owned; world's largest LNG exporter,2024-01-01 to 2025-12-31
GHG0322,Saudi Aramco,2222.SR,Saudi Arabia,Middle East,Energy,Integrated Oil & Gas,2022,81.8,5.2,,,87,0.000144,604124,GHG Protocol,AnnualReport_2023,TRUE,2050,World's most profitable company,2024-01-01 to 2025-12-31
GHG0323,SABIC,2010.SR,Saudi Arabia,Middle East,Materials,Chemicals,2022,28.4,4.1,,,32.5,0.000573,56700,GHG Protocol,SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0324,Maaden (Ma'aden Saudi Mining),1211.SR,Saudi Arabia,Middle East,Materials,Mining,2022,6.8,3.4,,,10.2,0.001645,6200,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0325,Adnoc (Abu Dhabi National Oil),—,UAE,Middle East,Energy,Integrated Oil & Gas,2022,42,1.8,,,43.8,,,GHG Protocol,SustainabilityReport_2023,FALSE,2045,State-owned; net zero 2045,2024-01-01 to 2025-12-31
GHG0326,ADNOC Distribution,2360.AD,UAE,Middle East,Energy,Fuel Retail,2022,0.9,0.2,,,1.1,0.000377,2914,GHG Protocol,SustainabilityReport_2023,FALSE,2050,,2024-01-01 to 2025-12-31
GHG0327,Emaar Properties,EMAAR,UAE,Middle East,Real Estate,Real Estate,2022,0.4,0.8,,,1.2,0.000175,6842,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0328,Emirates Group,—,UAE,Middle East,Transportation,Airlines,2022,25.2,0.3,0.1,,25.5,0.000833,30600,GHG Protocol,SustainabilityReport_2023,FALSE,2050,State-owned; Dubai World Central,2024-01-01 to 2025-12-31
GHG0329,Canadian Natural Resources,CNQ.TO,Canada,North America,Energy,Oil Sands,2022,21.3,1.4,,,22.7,0.000847,26803,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0330,Suncor Energy,SU.TO,Canada,North America,Energy,Oil Sands,2022,19.4,2.1,,,21.5,0.000396,54259,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Oil sands = very high Scope 1/boe,2024-01-01 to 2025-12-31
GHG0331,Cenovus Energy,CVE.TO,Canada,North America,Energy,Oil Sands,2022,17.9,1.2,,,19.1,0.000851,22432,GHG Protocol,SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0332,Enbridge,ENB.TO,Canada,North America,Energy,Pipelines,2022,15.4,0.9,,,16.3,0.001212,13446,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0333,TC Energy,TRP.TO,Canada,North America,Energy,Pipelines,2022,11.2,0.7,,,11.9,0.00084,14167,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0334,Imperial Oil,IMO.TO,Canada,North America,Energy,Oil Sands,2022,6.8,0.5,,,7.3,0.001498,4874,GHG Protocol,SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0335,Husky Injection Molding,—,Canada,North America,Industrials,Plastics Machinery,2022,0.3,0.2,,,0.5,,,GHG Protocol,SustainabilityReport_2023,FALSE,,Privately held,2024-01-01 to 2025-12-31
GHG0336,CAE Inc,CAE.TO,Canada,North America,Industrials,Simulation & Training,2022,0.1,0.1,,,0.2,5.60E-05,3598,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0337,Methanex,MX,Canada,North America,Materials,Methanol,2022,5.4,0.4,,,5.8,0.001264,4590,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0338,Domtar (Paper Excellence),—,Canada,North America,Materials,Pulp & Paper,2022,4.8,0.9,,,5.7,,,GHG Protocol,SustainabilityReport_2023,FALSE,,Privately held,2024-01-01 to 2025-12-31
GHG0339,Teck Resources,TECK.B.TO,Canada,North America,Materials,Mining,2022,4.2,1.5,,,5.7,0.000723,7888,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2045,,2024-01-01 to 2025-12-31
GHG0340,Barrick Gold,ABX.TO,Canada,North America,Materials,Mining,2022,2.9,1.1,,,4,0.000363,11013,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0341,Resolute Forest Products,—,Canada,North America,Materials,Pulp & Paper,2022,2.1,0.4,,,2.5,,,GHG Protocol,SustainabilityReport_2023,FALSE,,Acquired by Domtar 2022,2024-01-01 to 2025-12-31
GHG0342,Cascades Inc,CAS,Canada,North America,Materials,Packaging & Tissue,2022,1.8,0.6,,,2.4,0.000448,5362,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0343,Air Canada,AC.TO,Canada,North America,Transportation,Airlines,2022,9.8,0.1,0.1,,9.9,0.000695,14244,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0344,AT&T,T,United States,North America,Communication Services,Telecom,2022,0.7,1.2,0.9,,1.9,1.60E-05,120741,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0345,Verizon,VZ,United States,North America,Communication Services,Telecom,2022,0.5,0.9,0.7,,1.4,1.00E-05,136835,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0346,McDonald's,MCD,United States,North America,Consumer Discretionary,Restaurants,2022,4.1,0.5,,52,4.6,0.000198,23183,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,High Scope 3 from livestock supply chain,2024-01-01 to 2025-12-31
GHG0347,General Motors,GM,United States,North America,Consumer Discretionary,Automotive,2022,3.9,2.1,0.8,177,6,3.80E-05,156735,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0348,Ford Motor,F,United States,North America,Consumer Discretionary,Automotive,2022,3.6,2.2,0.9,175,5.8,3.70E-05,158057,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Scope 3 dominated by tailpipe emissions of sold vehicles,2024-01-01 to 2025-12-31
GHG0349,Amazon,AMZN,United States,North America,Consumer Discretionary,E-Commerce,2022,1.78,5.2,4.1,68,6.98,1.40E-05,513983,GHG Protocol,SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
